"","id","DOF","low","area","high","scale","rate","shape","group","year","group_size"
"1","aa_1991",28.6823374655792,1.42646706329049,2.13516184648434,2.98451404791112,0.0744416960105392,13.4333317695828,28.6823374655792,"aa",1991,17
"2","aa_1992",126.209422335877,1.97739156683079,2.37336675792453,2.80494399855876,0.0188049886767437,53.1773784706772,126.209422335877,"aa",1992,20
"3","aa_1993",64.7589595085881,1.43578150443329,1.86130863976178,2.34122132391382,0.0287421023111859,34.7921661809275,64.7589595085881,"aa",1993,23
"4","aa_1997",29.6998561037155,2.0203785925617,3.0010432239622,4.17265035476351,0.101045715961794,9.89651060890205,29.6998561037155,"aa",1997,30
"5","aa_1999",16.7228401533283,2.59607414158932,4.47916355783845,6.86740866495329,0.267847059277606,3.7334738813151,16.7228401533283,"aa",1999,29
"6","aa_2001",47.558491823207,5.65223831306167,7.6775774508557,10.0082569443752,0.161434418050854,6.19446591423267,47.558491823207,"aa",2001,31
"7","aa_2002",94.0543836192801,6.59437064304822,8.15979193032946,9.88942970675635,0.0867561044614277,11.5265664152153,94.0543836192801,"aa",2002,38
"8","aa_2003",77.0978222295233,4.8614595518144,6.15912539715052,7.60798015964499,0.0798871514011713,12.5176575013706,77.0978222295233,"aa",2003,37
"9","aa_2004",125.010233169017,2.76367079559259,3.32013253440279,3.92687590817878,0.0265588860226658,37.6521816143412,125.010233169017,"aa",2004,18
"10","aa_2005",106.881348935466,2.91865270499906,3.56181253452043,4.26805734978697,0.0333249212327121,30.0075728016542,106.881348935466,"aa",2005,20
"11","aa_2006",120.695495166896,2.60948023025666,3.14558523611488,3.7310304465329,0.0260621594183379,38.3698059684332,120.695495166896,"aa",2006,24
"12","aa_2007",89.7152549917015,2.22305745575903,2.76559950480571,3.36648922378599,0.0308264130226405,32.4397132830715,89.7152549917015,"aa",2007,21
"13","aa_2008",84.6308229573474,3.20889498926211,4.01940238560104,4.91979998190556,0.0474933628806464,21.0555736495868,84.6308229573474,"aa",2008,23
"14","aa_2009",97.2367537913318,2.60795137676519,3.21512576162067,3.88488873950761,0.0330649228430668,30.2435304248618,97.2367537913318,"aa",2009,26
"15","aa_2010",62.7870705924468,2.32062311344071,3.0214019017148,3.81323236306331,0.0481214025946015,20.7807741687102,62.7870705924468,"aa",2010,24
"16","aa_2011",41.8353785784084,2.80149913628293,3.88983793336418,5.1540032819813,0.0929796279021069,10.7550441162536,41.8353785784084,"aa",2011,30
"17","aa_2012",86.4220658291117,1.94933530584744,2.43565719677273,2.97532223836075,0.0281832790434439,35.4820316847632,86.4220658291117,"aa",2012,28
"18","aa_2013",48.2355371883667,2.13436277404569,2.89243229927398,3.76392283864224,0.0599647576843316,16.6764619522726,48.2355371883667,"aa",2013,32
"19","aa_2014",63.3900250621362,2.41571573995669,3.14099363585812,3.96002785678514,0.0495502822846221,20.1815197389975,63.3900250621362,"aa",2014,34
"20","aa_2015",42.1272797887948,1.75816332436552,2.4381735406197,3.22763057016738,0.0578763583322609,17.2782121891485,42.1272797887948,"aa",2015,25
"21","aa_2016",19.2654989243322,1.88411079240103,3.1170628316523,4.6553389958341,0.161795074391532,6.1806578708328,19.2654989243322,"aa",2016,19
"22","aa_2017",34.2139746990934,0.783054843325643,1.12929697367497,1.53793147896118,0.0330068921721886,30.2967027244872,34.2139746990934,"aa",2017,22
"23","aa_2018",32.9305307925268,0.959748382341552,1.39486669727328,1.91004664531886,0.0423578564846525,23.6083712206336,32.9305307925268,"aa",2018,24
"24","aa_2019",25.3125608840291,1.24359683860324,1.91592346392126,2.73121821694818,0.0756906214546672,13.2116764373367,25.3125608840291,"aa",2019,26
"25","ce_2012",16.0128611714279,0.362162515950533,0.633446992487806,0.979323573624008,0.0395586388782336,25.2789284049465,16.0128611714279,"ce",2012,7
"26","ce_2013",5.88278561948325,0.843885242734312,2.32833139897908,4.5527881230569,0.39578722557352,2.52661009599524,5.88278561948325,"ce",2013,11
"27","ce_2014",5.44037148238662,0.864001390868818,2.50903161273562,5.01537151112731,0.46118755325049,2.16831523954173,5.44037148238662,"ce",2014,14
"28","ce_2015",15.6010147857965,0.435508876011684,0.76814542535554,1.19361190616709,0.0492368884910535,20.3099755213351,15.6010147857965,"ce",2015,16
"29","ce_2016",11.899515332751,0.727712552782554,1.41292486099937,2.32166290576568,0.118738017598967,8.42190243884193,11.899515332751,"ce",2016,14
"30","ce_2017",14.5108614931858,0.714877980534772,1.29158674795218,2.0360481766132,0.0890082748401051,11.2349104821592,14.5108614931858,"ce",2017,19
"31","ce_2018",5.47479526800579,0.444177616651273,1.28441641056365,2.56284397143968,0.234605377495971,4.26247689065513,5.47479526800579,"ce",2018,18
"32","ce_2019",9.80246655538195,0.381939590441799,0.803467922971324,1.3790837308158,0.0819658928119666,12.2001965170323,9.80246655538195,"ce",2019,18
"33","cu_2007",12.7143207462412,0.17716288749524,0.33545719469546,0.543440572993931,0.0263842010431137,37.901469836662,12.7143207462412,"cu",2007,5
"34","cu_2008",20.3773569737182,0.657598806412982,1.07104258651785,1.58369437178806,0.0525604271397529,19.0257205737902,20.3773569737182,"cu",2008,7
"35","cu_2009",18.8209367418001,0.537583800360392,0.895329651635631,1.342838566216,0.0475709399547133,21.0212369348174,18.8209367418001,"cu",2009,5
"36","cu_2011",11.1893620981391,0.394766626271379,0.785346643058895,1.30800013660658,0.0701869003943937,14.2476729187471,11.1893620981391,"cu",2011,9
"37","di_2013",8.76583199628761,0.507936067045065,1.12473656812755,1.98251769389648,0.128309163192254,7.79367564342721,8.76583199628761,"di",2013,12
"38","di_2017",5.0229563369115,0.28653683832491,0.879576322788571,1.7992364901704,0.175111281841124,5.71065433069746,5.0229563369115,"di",2017,9
"39","di_2019",6.24988297861115,0.292151494526597,0.776300180230553,1.49287658011446,0.124210354479799,8.05085859538896,6.24988297861115,"di",2019,14
"40","ff_2002",13.2315467515328,2.48721633356922,4.64135524975344,7.45626838158615,0.35077949214182,2.85079379610852,13.2315467515328,"ff",2002,28
"41","ff_2003",125.668760748566,1.67602363683471,2.01247526617276,2.37924514147061,0.016014125182624,62.4448721735386,125.668760748566,"ff",2003,32
"42","ff_2004",200.849500272802,2.16681888128417,2.50072172209691,2.8582015847764,0.0124507241427055,80.3166135992072,200.849500272802,"ff",2004,34
"43","ff_2005",149.320836747715,2.5548088822002,3.01972511232757,3.52293152475942,0.0202230658366156,49.4484865983779,149.320836747715,"ff",2005,34
"44","ff_2006",136.23165609728,4.07282723782153,4.85360621410604,5.7018390395045,0.0356275945925534,28.0681312178457,136.23165609728,"ff",2006,39
"45","ff_2007",97.3556860141319,3.16214448592664,3.89781932627749,4.7092800738747,0.0400368944625555,24.9769622100748,97.3556860141319,"ff",2007,38
"46","ff_2008",50.7997090606411,2.16630133413981,2.91130027486516,3.7647059891412,0.0573093887484641,17.4491478942322,50.7997090606411,"ff",2008,20
"47","ff_2009",59.937246991821,1.50893468579356,1.97765987009145,2.50881321103999,0.0329955072905053,30.3071564014946,59.937246991821,"ff",2009,18
"48","ff_2010",15.9626244321302,0.97608617613511,1.70895506236429,2.64369378128579,0.10705978015272,9.34057587801423,15.9626244321302,"ff",2010,19
"49","ff_2011",59.2466094293262,1.8499473516742,2.42868014257036,3.08497089186608,0.0409927279546261,24.3945706932916,59.2466094293262,"ff",2011,22
"50","ff_2012",20.5548666079807,0.63205009601548,1.02699455253627,1.51624842569212,0.0499635717478957,20.0145819247223,20.5548666079807,"ff",2012,23
"51","ff_2013",16.6192064755393,0.616532679277746,1.06579865728134,1.63601050703958,0.0641305382931501,15.5931951705887,16.6192064755393,"ff",2013,20
"52","ff_2015",16.9838846590234,1.18808543580871,2.04009674084268,3.11866748557699,0.120119559323478,8.32503886654322,16.9838846590234,"ff",2015,16
"53","ff_2016",11.1026845211486,0.642451052189206,1.28211517130494,2.1390670300953,0.115477943092299,8.65966238418989,11.1026845211486,"ff",2016,10
"54","ff_2017",12.7395999089408,0.430731714732112,0.814989084649611,1.31972733018021,0.0639728947906475,15.6316202865685,12.7395999089408,"ff",2017,16
"55","ff_2018",9.94854910676901,0.783895610916073,1.63836760632428,2.80246485851781,0.164684074907921,6.07223254925605,9.94854910676901,"ff",2018,17
"56","ff_2019",23.1906204678574,0.68443576865979,1.07744086563222,1.55817869205639,0.0464602000246423,21.5237988529882,23.1906204678574,"ff",2019,19
"57","fl_2003",15.1376373618481,4.11104828264726,7.32297426764532,11.4468320793839,0.483759393397919,2.06714332299785,15.1376373618481,"fl",2003,10
"58","fl_2004",68.834584065907,1.9971095323585,2.56760473991775,3.20868542364467,0.0373010859985636,26.8088709277395,68.834584065907,"fl",2004,11
"59","fl_2005",70.0662405961239,4.09803645754968,5.25627412140321,6.55647346443228,0.0750186405989932,13.3300202725004,70.0662405961239,"fl",2005,15
"60","fl_2006",39.1844486951887,3.76265469738436,5.28671783505902,7.06588514382376,0.134918775460739,7.4118668553362,39.1844486951887,"fl",2006,17
"61","fl_2007",47.8037024567192,2.92970503570064,3.97612181319194,5.17986065816395,0.0831760221248942,12.0226956573907,47.8037024567192,"fl",2007,19
"62","fl_2008",24.4823216560346,3.06659279077407,4.76279428585873,6.82641613360154,0.194540140137598,5.14032733446527,24.4823216560346,"fl",2008,21
"63","fl_2009",43.8465280194903,2.49147547254127,3.43101389328728,4.51853768706248,0.0782505262848213,12.7794667649919,43.8465280194903,"fl",2009,17
"64","fl_2010",17.4217019070188,1.03923083682996,1.77070729154348,2.69390620248808,0.101638020268853,9.83883784192964,17.4217019070188,"fl",2010,16
"65","fl_2011",21.6111195816777,2.55574967774055,4.09729084728091,5.99676207539771,0.189591790087297,5.27448999526589,21.6111195816777,"fl",2011,19
"66","fl_2012",18.2309822013538,3.13005283863303,5.26151138901982,7.93747305939934,0.288602738509015,3.46497058609429,18.2309822013538,"fl",2012,19
"67","fl_2013",22.5055827353155,2.09874312227278,3.32922857561114,4.83902725455397,0.147929010093436,6.75999926835427,22.5055827353155,"fl",2013,21
"68","fl_2014",43.9399212326447,1.54166353172908,2.1222461190337,2.79417050082831,0.0482988148248432,20.7044417886137,43.9399212326447,"fl",2014,23
"69","fl_2015",25.6636516309937,2.25042366457417,3.45569079077514,4.91530747480975,0.134653121093716,7.4264895746755,25.6636516309937,"fl",2015,21
"70","fl_2016",22.1616001237748,2.10690625096155,3.35552744029282,4.89002319952493,0.151411785320187,6.6045057053209,22.1616001237748,"fl",2016,25
"71","fl_2017",12.3700829020214,3.28778585762127,6.28962967441556,10.2488806301832,0.508454933102167,1.96674264501445,12.3700829020214,"fl",2017,26
"72","fl_2018",15.3997081466486,2.65815720928091,4.7082997534358,7.3348390505137,0.305739544451072,3.27075780071371,15.3997081466486,"fl",2018,27
"73","fl_2019",12.8191496389638,1.90057386002374,3.58782586888123,5.80219900136506,0.279880176917199,3.57295758140043,12.8191496389638,"fl",2019,28
"74","mk_2004",27.0875902627411,1.73787349158361,2.63514612457253,3.71620575729065,0.0972824123154714,10.2793503594171,27.0875902627411,"mk",2004,13
"75","mk_2005",43.3091578916855,2.36226783103974,3.2600518926434,4.30018917615199,0.0752739617056664,13.2848062907884,43.3091578916855,"mk",2005,16
"76","mk_2006",40.3135625245241,2.80677502503735,3.92319533521058,5.22363211209021,0.0973170092031426,10.2756959773863,40.3135625245241,"mk",2006,19
"77","mk_2007",34.482225839918,1.91233171275557,2.75360941380488,3.74583992168165,0.0798559068253998,12.5225551841324,34.482225839918,"mk",2007,15
"78","mk_2008",12.8149217807287,1.51691808393069,2.86392429787079,4.63183446120184,0.223483556659519,4.47460213604672,12.8149217807287,"mk",2008,16
"79","mk_2009",14.8484107222364,1.49488975531018,2.67998243716653,4.20528161833638,0.180489514150703,5.54048807048721,14.8484107222364,"mk",2009,18
"80","mk_2011",41.5943929210466,1.40731067688801,1.95603970084944,2.59369602820723,0.0470265236125057,21.2645954491536,41.5943929210466,"mk",2011,17
"81","mk_2012",14.9409263589507,1.81837615924357,3.25315755562351,5.09836217458804,0.217734662327321,4.59274600245641,14.9409263589507,"mk",2012,22
"82","mk_2013",9.01418028005652,0.765243225312194,1.6722951595713,2.92785950537643,0.18551827316691,5.39030459333946,9.01418028005652,"mk",2013,23
"83","mk_2017",11.9519825296362,1.64556416080778,3.18959378682469,5.23601859494442,0.266867340118325,3.74718015159373,11.9519825296362,"mk",2017,19
"84","mk_2019",12.2494767697146,0.497230602263594,0.954750980877519,1.55902547545333,0.0779421847011485,12.8300227127873,12.2494767697146,"mk",2019,19
"85","nm_2009",14.2476288586717,1.02999246458632,1.8725949347419,2.96288160705304,0.131432040609491,7.60849481878763,14.2476288586717,"nm",2009,13
"86","nm_2010",25.5108876680026,1.61404585809064,2.48201210985442,3.53375291478732,0.0972922676057063,10.2783091052279,25.5108876680026,"nm",2010,15
"87","nm_2011",31.5826667689592,1.69133565762165,2.4795076299282,3.41605628429096,0.0785084948040288,12.7374751292351,31.5826667689592,"nm",2011,12
"88","nm_2012",14.1332424143298,0.663677684128963,1.20996871132728,1.91758807143812,0.0856115444606318,11.6806676751387,14.1332424143298,"nm",2012,14
"89","nm_2013",7.2587988547766,0.877691647587946,2.13971385562954,3.95432224763259,0.294775196067255,3.39241568945253,7.2587988547766,"nm",2013,16
"90","nm_2014",13.7370598822506,0.875292223038781,1.61167967795259,2.56911984972147,0.117323480553143,8.5234430080434,13.7370598822506,"nm",2014,14
"91","nm_2015",9.83374158795608,0.961612938582414,2.02006028540803,3.46468842604013,0.205421330969496,4.8680436217624,9.83374158795608,"nm",2015,13
"92","nm_2016",7.44287895158001,0.49439914829287,1.18910000317915,2.18337526592054,0.159763447842548,6.25925400023622,7.44287895158001,"nm",2016,12
"93","nm_2017",9.29654321800239,0.693787762875391,1.49466378247586,2.59765189546286,0.160776295815147,6.21982236205858,9.29654321800239,"nm",2017,12
"94","rf_2007",11.4751457415601,0.336681552191866,0.663069243054306,1.09820828743627,0.0577830781401612,17.3061046968518,11.4751457415601,"rf",2007,12
"95","rf_2008",59.097526719796,0.488792344918324,0.641940295033577,0.815639745484243,0.0108623885070057,92.0607838096608,59.097526719796,"rf",2008,15
"96","rf_2009",50.7746522328422,0.354990687420744,0.477110675746988,0.617005373563978,0.00939663108984097,106.42111948836,50.7746522328422,"rf",2009,18
"97","rf_2010",27.8630244243089,0.828723562798815,1.24853401978784,1.75300590551468,0.0448097091247051,22.3165920853672,27.8630244243089,"rf",2010,21
"98","rf_2011",27.2577454710907,1.26106659379024,1.90941420464558,2.69010393357469,0.0700503351119296,14.2754491952416,27.2577454710907,"rf",2011,22
"99","rf_2012",47.1988726936748,1.1036122152652,1.50094688595552,1.95842893279883,0.0318004816703316,31.446064571184,47.1988726936748,"rf",2012,24
"100","rf_2016",20.2449756862584,1.14906401497699,1.87485172070794,2.77543365267,0.0926082475851292,10.798174310347,20.2449756862584,"rf",2016,19
"101","rf_2017",37.2968623139969,1.78115929553922,2.52587518689451,3.39863046630371,0.0677235303503425,14.7659165850757,37.2968623139969,"rf",2017,22
"102","rf_2018",12.3887405672492,1.40377719475259,2.6839405352371,4.37204170091651,0.216643533752927,4.61587744012917,12.3887405672492,"rf",2018,26
"103","rf_2019",63.039747226241,2.01489515457729,2.62186969511898,3.30753944813978,0.0415907393427427,24.0438139788562,63.039747226241,"rf",2019,27
"104","rr_1997",42.046168817696,0.755139405644278,1.04756450169072,1.38710412207119,0.0249146243557352,40.1370691254194,42.046168817696,"rr",1997,29
"105","rr_1999",26.0133566627672,1.43262462380739,2.19286335685752,3.11234004761595,0.0842975931666736,11.8627348947294,26.0133566627672,"rr",1999,32
"106","rr_2001",32.9961724611702,1.30947890228393,1.90237867225768,2.60425317319836,0.0576545256725275,17.3446921700459,32.9961724611702,"rr",2001,32
"107","rr_2002",112.769020925957,3.21137535020272,3.89744023162896,4.64893284937159,0.0345612669120181,28.9341245083891,112.769020925957,"rr",2002,36
"108","rr_2003",136.039555798514,2.5756270705856,3.0697830218877,3.60666203643602,0.0225653708134295,44.3156909881073,136.039555798514,"rr",2003,39
"109","rr_2004",119.037580949956,1.87679410450136,2.26544781398359,2.69013091198211,0.0190313663626615,52.5448347188537,119.037580949956,"rr",2004,26
"110","rr_2005",91.6406628897158,1.27763144634102,1.5855788351081,1.92627593843293,0.0173021318823965,57.7963459530335,91.6406628897158,"rr",2005,26
"111","rr_2006",90.6550960148465,0.951655677590204,1.18249265735344,1.43801902911002,0.0130438630516676,76.6644050185848,90.6550960148465,"rr",2006,27
"112","rr_2007",66.4423467138015,0.901390971219322,1.16442858282142,1.46062854016088,0.0175253981897594,57.0600444664549,66.4423467138015,"rr",2007,28
"113","rr_2008",48.4270542581151,1.20395940902548,1.63051762303375,2.12076088643389,0.0336695602904759,29.7004175692449,48.4270542581151,"rr",2008,32
"114","rr_2009",55.2256764024922,1.30534398560552,1.73167412036189,2.21732488658175,0.0313563225145712,31.8914949141534,55.2256764024922,"rr",2009,32
"115","rr_2010",49.1386416085996,1.2530014855658,1.69291514013437,2.1979948716332,0.0344518099140554,29.026051243596,49.1386416085996,"rr",2010,27
"116","rr_2011",21.9365074850588,0.800118356019136,1.27769268873896,1.8652333657346,0.0582450369371334,17.1688448078305,21.9365074850588,"rr",2011,27
"117","rr_2012",49.3220479911767,1.21763820944376,1.64414526460848,2.13370608421743,0.0333348944655056,29.9985950468445,49.3220479911767,"rr",2012,22
"118","rr_2013",15.048804992636,0.550107700631644,0.981814686158747,1.53650539793397,0.0652420366028524,15.3275411386572,15.048804992636,"rr",2013,24
"119","rr_2014",17.9672828976647,0.904375192488739,1.52677355312072,2.3094838641422,0.0849752053116036,11.7681386744875,17.9672828976647,"rr",2014,25
"120","rr_2015",14.120254441294,0.779695644350222,1.42193621651821,2.25394075953317,0.100701883413646,9.93030086530126,14.120254441294,"rr",2015,23
"121","rr_2017",12.8255577479108,0.425275464479656,0.802669866475919,1.2979334513166,0.0625836226581779,15.9786212035351,12.8255577479108,"rr",2017,13
"122","rr_2018",10.0480645367196,0.517561714339527,1.07704364696211,1.83806929695418,0.107189164940787,9.32930115233581,10.0480645367196,"rr",2018,21
"123","rr_2019",19.132493366324,0.358395190516437,0.59409614584257,0.888393274047051,0.0310516844024244,32.2043721377615,19.132493366324,"rr",2019,17
"124","sp_2009",7.57439788577026,0.423232017264916,1.00849459831386,1.84346578081089,0.133145183752292,7.51059836952444,7.57439788577026,"sp",2009,23
"125","sp_2010",90.7222102156602,1.46708857885435,1.82279628145491,2.21653421242815,0.0200920620994776,49.7708993257591,90.7222102156602,"sp",2010,26
"126","sp_2011",19.635865420766,0.782140421120713,1.28703863334471,1.91563670030603,0.0655452971267361,15.2566247135387,19.635865420766,"sp",2011,26
"127","sp_2012",28.8412468291746,0.618494000036749,0.924638946226873,1.29136130195601,0.0320596037925637,31.1919013868771,28.8412468291746,"sp",2012,30
"128","sp_2016",8.47940967344251,0.563632969111203,1.26822581263285,2.25363589201073,0.149565342573897,6.68604091556786,8.47940967344251,"sp",2016,29
"129","sp_2017",21.9913749355641,1.11421296238887,1.77810209120516,2.5946454534996,0.0808545212118429,12.3678921724111,21.9913749355641,"sp",2017,29
"130","sp_2018",30.2387629216595,0.5921672440484,0.876180134883098,1.21494922744697,0.0289753961546987,34.5120389264406,30.2387629216595,"sp",2018,28
